code,course_name,description
RELI-2354,The Hebrew Bible/Old Testament,"A study of the books of the Old Testament/Hebrew Scriptures in English translation.  Some of the books will be read in their entirety, and substantial excerpts of most of the others will also be read so that all of the major types of literature present in the Old Testament/Hebrew Scriptures will be represented.  The course will approach its subject matter primarily as literature, but attention will be given to the historical, cultural, and religious aspects of its production.  The course will also consider the trajectory of its subject matter in Jewish and Christian thought, and in Western Culture."
RELI-2355,The New Testament,"A study of the writings that comprise the New Testament, with attention also to certain other early Christian documents not included in the New Testament.  Most of the writings are read in their entirety, and they are examined with reference to their historical, cultural, religious, and literary contexts; their use as historical sources for the reconstruction of Christian origins; their role as a basis for Christian belief and practice; and their wider influence in Western and world cultures."
RELI-2359,"Pagans, Jews, and Christians","This course explores the development of early Christian and Jewish beliefs, practices and cultures in the contexts of the larger Mediterranean world. Through a combination of readings and visits to archaeological sites and museums in Rome and its surroundings, students will learn to locate emerging Jewish and Christian literature, ideas, and debates within Roman imperial social and religious practices, institutions and ideology. This course is part of a faculty-led study abroad program in Italy offered in the summer.   Co-requisite: THTR 1343: Improvisation: Performance and the City."
RELI-2371,Introduction to Islam,"This course is an introduction to the Islamic tradition. In addition to a survey of the historicaland contemporary development of the religion, we will examine the wide variety of beliefs and practices associated with Islam, highlighting the diversity of global Muslim communities. Topics include the significance of the Prophet Muhammad, the importance of the Qur'an, the development of Islamic law, theology, and philosophy, the Islamic mystical tradition, and Shi`ism. Additionally, this course will investigate issues related to Islam and modernity."
RELI-2400,What Is Religion?,"This course examines the question of what religion is, including those aspects that today some people refer to as spiritual.  Attention will be given to such related questions as: How do you think about or define religion?  How have scholars thought about and defined religion?  What are common elements of religious life found throughout the world? What are the various functions of religion for societies and for individuals?  How have scholars studied religion?  How does one study a religion, or religion, if one is an outsider or is non-religious?"
RELI-2460,Philosophy of Religion,"A critical discussion of philosophical issues arising in religion and theology.  Typical topics covered include:  religious language, arguments for God's existence, religious experience, miracles and revelation, the relationship of faith and reason, the nature of God, the problem of evil, death and immortality. (Also listed as PHIL 2438.)  (Offered every other year)."
RELI-3160,Roman World Lab,"This humanities lab offers students research opportunities relating to Latin literature and Roman culture, with two main points of focus: ancient Roman religious culture and Latin literature. Students work together with faculty on long-term research projects, including the production of scholarly commentaries on ancient texts and the development of databases and other tools for philological and rhetorical analysis. Students in this course will work with texts in English translation, using the research methods of classical studies. This course typically meets in conjunction with LATN 3160 and RELI 3160. May be repeated for up to six credit hours. (Offered every semester.)  Prerequisite: Consent of Instructor"
RELI-3190,Reading and Conference,Individual work under supervision in areas not covered by other courses.    Prerequisites: 12 semester hours in religion and approval of the department chair and instructor
RELI-3191,Special Topics in Religion,"From time to time, the department will offer special topic courses not described in the Bulletin. The topics may be in any area and may be offered at the initiative of departmental faculty or upon petition of interested students. Announcements of such courses will be by special prospectus. May be repeated on different topics.  Prerequisite:  Consent of instructor"
RELI-3290,Reading and Conference,Individual work under supervision in areas not covered by other courses.    Prerequisites: 12 semester hours in religion and approval of the department chair and instructor
RELI-3338,Greek Religious Experience,"A study of Greek religious festivals designed to produce a coherent image of a year in the religious life of the ancient Greeks. Through a combination of archaeological and literary evidence, we will attempt to reconstruct the rituals performed at the various festivals and explore the ways in which they organized and articulated the community through shared religious experience. We shall also consider the ways in which religion organized civic space and gave it meaning. (Also listed as CLAS 3338.)"
RELI-3353,"The Gospels, Jesus, and Christian Origin","A study of the earliest extant literary portrayals of Jesus, with attention to what can be known about his life, message, activity, and fate as well as his significance for the origin of Christianity.  Prerequisite: RELI 2355 or consent of instructor"
RELI-3390,Reading and Conference,Individual work under supervision in areas not covered by other courses.    Prerequisites: 12 semester hours in religion and approval of the department chair and instructor
RELI-3391,Special Topics in Religion,"From time to time, the department will offer special topic courses not described in the Bulletin. The topics may be in any area and may be offered at the initiative of departmental faculty or upon petition of interested students. Announcements of such courses will be by special prospectus. May be repeated on different topics.  Prerequisite:  Consent of instructor"
RELI-3401,Gender and Religion: Selected Themes,"An examination of gender and sexuality in religious texts, practice, and culture. Topics will vary, and may be historical or contemporary, deal with one religion or many, and cover women’s experiences, masculinity, feminism, or LGBTQ identities. (Offered every other year). Prerequisite: 1 course in Religion or consent of instructor"
RELI-3403,Death and Beyond,"An examination of the significance of death for human existence and how various religious traditions find meaning in mortality; the ritual practices involved in the dying process, the disposition of the body, grieving, last rites, and the remembrance of the dead; cross-cultural concepts of heaven, hell, reincarnation, the soul, near-death experience, good and evil, salvation, enlightenment, and the ethical implications of religious notions of death.  (Offered every other year).  Prerequisite: 1 course in Religion or consent of instructor"
RELI-3415,Economics of Religion,"This class surveys how market forces have both shaped institutionalized religion(s) and have also been shaped by institutionalized religion(s). Religion has often been studied and portrayed as either extremely hostile toward economic concerns and practices or radically fundamental to such concerns and practices. In this class, students will think of a middle way between these extremes and investigate ways religious and economic forces are intertwined in premodern and modern contexts. Learning old and new theories pertaining to the economics of religion, students will take a deep dive into three case studies from around the world to deploy the theories. (Offered every other year.)  Prerequisite: 1 course in Religion or consent of the instructor"
RELI-3418,Religion and Film,"This course introduces some of the many issues and theoretical perspectives in the study of religion and film.  We explore images of religion and religious people in film and trace a number of recurring religious themes in recent popular films.  We also examine popular films that do not have explicit religious themes through the lenses of theories of religion, myth, and ritual.  (Offered every other year).  Prerequisite: 1 course in Religion or consent of instructor."
RELI-3431,The Hindu Tradition,"A study of the major developments and schools within the tradition, from ancient times to the present; attention to mythological/theological perceptions and interpretations of the world, as well as to meditational, devotional, and ritual practices. Emphasized throughout the course is the interplay between contemporary insider and outsider perspectives.  (Offered every other year)  Prerequisite: RELI 1330 or consent of instructor"
RELI-3432,Buddhist Ecology,"This course explores a central teaching of the Buddha, as well as a primary focus of Engaged Buddhism or Buddhist practice: the inter-relationship between humans and their environment. Buddhist Ecology examines the foundations of Buddhist ecological thinking through analysis of the Buddhist scriptural and historical traditions, as well as its applications in the modern world. Course texts include the sutras or discourses of the Buddha, the monastic code, contemporary statements by Buddhist thinkers and activists worldwide, and scholarly treatments of Buddhist thought and practice, Engaged Buddhism, and Buddhist Ecology.  (Offered every other year)"
RELI-3433,Chinese Religions: Unity and Diversity,"Religion 3433 explores Chinese religion through an in-depth study of its formative texts and historical evolution to the modern era.  Emphasizing original sources in translation as well as critical studies by modern scholars, the course examines the cosmological framework of Chinese Religion as well as attitudes towards religious belief and practice reflected in scripture, commentaries, and philosophical works.  Students will conduct original research on Chinese religion in its contemporary manifestations.  (Offered every other year.)  (also listed as CHIN 3433.)  Prerequisite: RELI 1330 or consent of instructor."
RELI-3434,Japanese Literature of the Spirit World,"An examination of Japanese religions through the lens of Japanese literature, focusing on the modern period.  The course will focus on Japanese consciousness, whether this is expressed as supernaturalism (ghost stories and other supernatural phenomena), religiously inspired aesthetic form (in poetic genres), mystical experience (in Japanese magical realism), or religious vocation (monastic practice and new religious movement).  (Offered every other year.)  Prerequisite: RELI 1330 or consent of instructor."
RELI-3435,Nonviolent Warriors: Jainism in South Asian Religious History,"This course examines the religious beliefs and practices of the Jains, a minority tradition in India that has had a profound impact on the religious, philosophical, artistic, and literary landscapes of South Asia. Beginning with the teachings of Lord Mahavira and the basic doctrines of Jainism, the course will consider the historical foundations of the Jain tradition through philosophical and doctrinal texts and the rich corpus of Jain narrative literature. The course highlights how Jains, alongside their better-known Hindu, Buddhist, and Muslim counterparts, participated in and contributed to every major religious and philosophical innovation in South Asian history, including tantra, yoga, and bhakti devotionalism. The course will also focus on contemporary Jain life and religious practice, both monastic and lay, through examination of the religious lives of ascetics and Jain laity, ritual practices of temple worship and pilgrimage, as well as sectarian movements within the tradition and the emerging Jain interest in environmentalism. (Offered every other year.)  Prerequisite: RELI 1330"
RELI-3441,Creating Judaism,"This course introduces the student to the cultural, religious, political and social lives of Jews, covering the entirety of Jewish history.  Using historical and religious studies approaches, students in this course will discuss Judaism(s) at different times and in different geographical locations focusing on questions of identifications and definition.  (Offered every Spring)  Prerequisite: RELI 2354 or consent of instructor."
RELI-3442,Global Christianities,"A study of Christianity within its modern socio-historical contexts. Possible topics within the course include the development of indigenous Christainites in the two-thirds world, the rise of global Pentecostal-charismatic movements, the shift to the global south within Catholicism, the growth of post-communist Orthodoxy, mainline Protestant missionary endeavors, and evangelical Christian influence on political and social policies worldwide.  (Offered every other year).  Prerequisite:  One Religion course"
RELI-3444,Islam in North America,"This seminar focuses on significant movements in  the history of Islam in North America, including  the forced arrival of African Muslim slaves to  the ""New World,"" the evolution of various African  American ethno-religious communities, and various  waves of Muslim immigration. We will look at  processes of community building, institution  building, and constructions of diverse North  American Muslim identities. This course also  examines how Islam has been and continues to be  talked about and represented in North American  society, for example, in political rhetoric and  in the media. Special attention will be given to  the issues of race, gender, and citizenship.   (Offered every Spring.)"
RELI-3445,"Islam, Gender, and Power","Gender is crucial to understanding the religious, political, social, economic, and intellectual life of Muslim communities throughout history. This course explores how gender impacts the construction of authority in public and private domains. How are conceptions of gender and gender ideals interpreted from diverse authorative sources of Islam, such as the Qur'an, the Sunna, and the classical intellectual tradition? How do contemporary Muslim thinkers from the colonial and post-colonial eras uphold, reject, or negotiate these discourses? This course thus uses gender as an analytical category to better understand Muslim thought and practice, as well as non-Muslim perceptions of Islam. (Offered every other year.)  Prerequisite: 1 Course in Religion or consent of instructor."
RELI-3446,The Qur'an,"Islam and Muslims have been embroiled in some of the most searing controversies of our age, and the Islamic scripture, the Qur'an, has been at the center of a number of these controversies.  This course introduces students to the Qur'an, and how it is perceived by Muslims themselves.  Religion 3446 deals with the importance of this sacred text for the religion of Islam, including its beliefs, rituals, and rites.  The course also covers the history of the Qur'an and engages with key themes of the scripture.  Students will be introduced to the content of the primary text and a selection of accessible secondary readings.  Current hot-button questions such as ""What does the Qur'an say about women?"" or ""Does the Qur'an legitimate violence?' will also be addressed. (Offered every other year). Prerequisite: 1 course in Religion or consent of the instructor."
RELI-3452,Jewish & Christian Apocalyptic Literature,"This course examines ancient Jewish and Christian apocalyptic literature by (a) placing some of the texts that make up the genre within their larger historical and cultural contexts, (b) studying some of its major Jewish and Christian literary expressions, and (c) exploring its possible social, cultural and religious function. We also explore the legacies of apocalyptic thought in Western culture, especially in recent political discourse and in film.  (Offered every other year).  Prerequisite:  1 course in Religion or consent of instructor"
RELI-3454,The Letters of Paul,"A study of the extant writings attributed to Paul and included in the New Testament, with attention to the historical, cultural, religious, and literary context of these writings and to Paul's influence in early Christianity and in the history of Christian thought.  Prerequisite: RELI 2354 or RELI 2355 or consent of instructor."
RELI-3455,Early Christian Literature Beyond the Canon,"This course explores the diversity of early Christianity in the first few centuries of the movement by examining early Christian texts not included in what eventually becomes the canon of Christian scripture, the New Testament. The course also explores the various methods and approaches used by scholars to study early Christian literature and history. (Offered every other year).  Prerequisites: RELI 2354, or RELI 2355, or consent of instructor."
RELI-3456,"Digging for the Truth: Archaeology, Bibles, and Popular Media","This course explores the intersection of archaeology, the bibles, and popular media.  More specifically, it explores how the popular media uses archaeology and the bibles to create history, and how their process differs from an academic approach.  Some questions that will be addressed include: What is archaeology and how is it done? What can archaeology teach us?  What can't archaeology teach us?  What role should the biblical literature play in writing history?  How does popular media's use of archaeology and the bibles differ from the historian's use of archaeology and the bibles?  What kinds of motives - political, economic and religious - factor into the equation?  Prerequisite: RELI 2354, or RELI 2355, or consent of instructor"
RELI-3457,Jerusalem,"This is a course about the city of Jerusalem and the roles it has played (and continues to play) in lives of Jews, Christians, and Muslims.  In order to learn about the city in this manner, we will explore not only the religious, but also the cultural, political, economic, and architectural histories of Jerusalem.  What does Jerusalem mean to different religious communities?  Has the meaning changed over time?  How and why did this particular city become central to Judaism, Christianity and Islam?  "
RELI-3458,Medieval Christian Mysticism,"A survey of writings in the tradition of medieval Christian mysticism, from Augustine (d. 430) to John of the Cross (d. 1591). Major themes include the use of violent and erotic imagery, the move from Latin to vernacular languages like English, German, Spanish, and French, the importance of gender (whether the author's or the audience's) in the shaping of this literature, and the relevance of medieval mysticism to modern thought.  (Also listed as ENGL 3457)  Prerequisite: Completion of at least one English Course."
RELI-3480,United States Latino Religious Practices and Traditions,"This course examines the beliefs, theologies, and practices of diverse U.S. Latino communities. In addition to Catholicism and Protestantism, the course will review the impact of African and Native American religious traditions.  The course critically examines how U.S. Latino religious experiences impact race, class, gender, and sexuality with a particular emphasis on examining the Latino community in San Antonio.  (Offered every other year)  Prerequisite: RELI 1360 or consent of instructor"
RELI-3481,Native American Religions,"This course is an overview of Native American religious traditions in the United States.  Topics covered may include Native revitalization movements, traditional Pueblo and Sioux dances, Native Christianity, modern Native religious thought, Peyote religion, issues of gender in Native American religion, boarding schools and Americanization, the role of white Christian missionaries, and the modern Native American evangelical movement.  (Offered every other year.)  Prerequisites: RELI 1360 or HIST 1360 or consent of instructor"
RELI-3482,African American Religions,"This course will explore a wide variety of African American faiths that have grown into a diversity of religious traditions in the United States. This will include but not be limited to: African American Christianity, Voodou, Hoodoo, Conjure, Black Hebrews, Santeria, Nation of Islam, Father Divine and more. The goal of this class will be to introduce students to a variety of Afro-American traditions, explore issues of race and power within religious institutions, examine how African Americans have adapted to the American religious marketplace, and expose students to a variety of methods in the field of religion.   (Offered every other year.)  Prerequisite: RELI 1360 or consent of instructor"
RELI-3490,Reading and Conference,Individual work under supervision in areas not covered by other courses.    Prerequisites: 12 semester hours in religion and approval of the department chair and instructor
RELI-3491,Special Topics in Religion,"From time to time, the department will offer special topic courses not described in the Bulletin. The topics may be in any area and may be offered at the initiative of departmental faculty or upon petition of interested students. Announcements of such courses will be by special prospectus. May be repeated on different topics.  Prerequisite:  Consent of instructor"
RELI-4494,Religion Capstone,"This course provides a capstone experience for  students of Religion. During the semester  students will: 1) reflect on, analyze, and  evaluate the different approaches to the study of  Religion encountered and utilized in Religion  courses; 2) examine how experiences as a Religion  major prepare students for the future; 3) develop  their own project that ""caps"" their academic  experience; and 4) organize an end-of-semester  Colloquium.        (Offered every year).  Prerequisite: 4 courses in Religion  This course is normally taken in the Junior or Senior year"
ANTH-1301,Introduction to Anthropology,Variation in human thought and behavior is viewed in diverse cultural settings. The anthropological perspective on sociocultural processes at work in contemporary societies is presented.  (Offered every semester.)
ANTH-1304,Introduction to Classical Archaeology,An introduction to the history of archaeological activity in the Mediterranean and archaeological theory and field techniques. Course will also examine major sites and monuments of ancient Greece and Rome. (Also listed as CLAS 1304.)
ANTH-1305,Introduction to Prehistoric Archaeology,Introduction to the methods and theories of prehistoric archaeology and the study of the origin and development of culture beginning with the earliest evidence and including the rise of complex societies known as civilizations in the Old and New Worlds.  (Offered every year.)
ANTH-1309,"Pirates, Merchants, and Marines: Seafaring in the Ancient Mediterranean","This course explores how human relations with the sea affected the social, economic, military, political, and technological aspects of life in the ancient Mediterranean littoral. Evidence includes hulls and cargoes of shipwrecks, harbor- works, inscriptions, graffiti, wall paintings and mosaics, literary texts, and gravestones. A central focus will be an introduction to the methodology and technologies of archaeology, but the subject matter of this course and the nature of the discipline of maritime archaeology incorporate methodologies and substance also from the fields of Anthropology, Ethnography, Physical Sciences, Engineering, Art History, History and Geography. (Also listed as CLAS 1309.)"
ANTH-2091,Special Topics Seminar,Topics will vary according to faculty and student interest. A student may repeat the course if the topics change. This course has no prerequisites and is appropriate for first-year and sophomore students. (Offered occasionally.)
ANTH-2191,Special Topics Seminar,Topics will vary according to faculty and student interest. A student may repeat the course if the topics change. This course has no prerequisites and is appropriate for first-year and sophomore students. (Offered occasionally.)
ANTH-2291,Special Topics Seminar,Topics will vary according to faculty and student interest. A student may repeat the course if the topics change. This course has no prerequisites and is appropriate for first-year and sophomore students. (Offered occasionally.)
ANTH-2310,Human Evolution,Human evolution studied through fossil and archaeological evidence; description and explanation of modern human biological variation; and the study of non-human primates in order to develop perspectives on the human capacity for culture.  (Offered every year.)
ANTH-2339,"Health, Illness, and Society","This course introduces students to medical anthropology and the sociology of health and illness.  The course focuses on 1) factors influencing morbidity/mortality and health/well-being and the forces conditioning the uneven distribution of these states; 2) cross-cultural experiences and meanings of health and illness; 3) the wide range of strategies, techniques, ways of knowing and apprehending, treating, and preventing sickness, of which contemporary biomedicine is but one.  (Offered every Fall.) (Also listed as SOCI 2339.)"
ANTH-2357,Humans and the Environment,"The seminar will analyze humans' relationship with the natural environment. It will first focus on cultural adaptation to natural resources, with case studies drawn from African foragers, South American gardeners, and Asian farmers. The course will also analyze the effects of contemporary development, focusing on the destruction of the rainforest. The class will try to create new models for development from indigenous peoples' use of tropical resources.  (Offered every year.)"
ANTH-2391,Special Topics Seminar,Topics will vary according to faculty and student interest. A student may repeat the course if the topics change. This course has no prerequisites and is appropriate for first-year and sophomore students. (Offered occasionally.)
ANTH-2401,The Anthropological Imagination,"This course provides students a comprehensive understanding of anthropology as an academic discipline, focusing on anthropologists and what they do. Rather than read a text or abstract debates, the class studies specific anthropologists and the classic ethnographies they wrote concerning non-Western cultures, looking at how each work was shaped by the particular life and time of the author. Classic studies will be chosen from each of the major periods in anthropology's history : from functionalism and structuralism to more recent work in Marxist, feminist, and interpretive anthropology. (Offered Every Spring)"
ANTH-2491,Special Topics Seminar,Topics will vary according to faculty and student interest. A student may repeat the course if the topics change. This course has no prerequisites and is appropriate for first-year and sophomore students. (Offered occasionally.)
ANTH-3159,Social Research Skills Workshop,"A hands-on workshop integrating new research methods with emerging social scientific software. Attention will be given to the analysis of qualitative, quantitative, and spatial data using computer software, along with developing research skills in interviewing, survey collection, and creating databases.  Must be taken concurrently with ANTH 3359.  (Also listed as SOCI 3159.)  (Offered every Fall.)  Prerequisite: At least 6 hours completed in SOCI and/or ANTH."
ANTH-3171,Anthropology Internship,"Professional work experience with a government  agency, private business, or non-profit  organization in which students apply their  anthropological skills and knowledge. Students  should contact the chairperson of the Department  of Sociology and Anthropology for more  information about procedures to follow for  arranging and completing an internship. A student  may repeat the course for a maximum of six  semester hours. This course is taken Pass/Fail.  (Offered every semester.)  Prerequisite: consent of instructor."
ANTH-3172,Archaeological Practicum,"Participation in an approved excavation in the Mediterranean world, Western Europe, or the Near East. Students will be expected to receive instruction in excavation techniques and in the recording and study of the site and the material. Two weeks' work will normally be counted as equivalent to 1 credit, up to a maximum of 3 credits. (Also listed as CLAS 3-72.) (Offered occasionally.)  Prerequisite: Consent of Instructor."
ANTH-3173,Archaeological Fieldwork,"Field work experience in a setting arranged and approved by the student, professor, and agency selected. Supervision and guidance must be provided in the field.  (Offered occasionally.)  Prerequisite: Consent of Instructor."
ANTH-3190,Anthropology Independent Study,Individual research in selected areas.  A student may repeat the course for a maximum of six semester hours. A project proposal must be submitted to and approved by the professor supervising the research prior to registration.  Prerequisites: Consent of Instructor.
ANTH-3191,Special Topics Seminar,Topics will vary according to faculty and student  interest.  A student may repeat the course if the  topics change.   (Offered occasionally.)
ANTH-3271,Anthropology Internship,"Professional work experience with a government  agency, private business, or non-profit  organization in which students apply their  anthropological skills and knowledge. Students  should contact the chairperson of the Department  of Sociology and Anthropology for more  information about procedures to follow for  arranging and completing an internship. A student  may repeat the course for a maximum of six  semester hours. This course is taken Pass/Fail.  (Offered every semester.)  Prerequisite: consent of instructor."
ANTH-3272,Archaeological Practicum,"Participation in an approved excavation in the Mediterranean world, Western Europe, or the Near East. Students will be expected to receive instruction in excavation techniques and in the recording and study of the site and the material. Two weeks' work will normally be counted as equivalent to 1 credit, up to a maximum of 3 credits. (Also listed as CLAS 3-72.) (Offered occasionally.)  Prerequisite: Consent of Instructor."
ANTH-3290,Anthropology Independent Study,Individual research in selected areas.  A student may repeat the course for a maximum of six semester hours. A project proposal must be submitted to and approved by the professor supervising the research prior to registration.  Prerequisites: Consent of Instructor.
ANTH-3291,Special Topics Seminar,Topics will vary according to faculty and student  interest.  A student may repeat the course if the  topics change.   (Offered occasionally.)
ANTH-3301,Global Health,"This three-hour course considers critical concepts associated with global health including the importance of culture to health, determinants of health, and how the organization of health systems affects health.  The relationship of demographics to epidemiology will be discussed as they define the global burden of disease.  Specific topics introduced in the course include the environment and health, children and maternal health, both communicable and noncommunicable diseases, and unintentional injuries.  A semester-long project will consider how policy and programs can be brought together to address a global health issue. (Also listed as INTL 3301 and SOCI 3301.)"
ANTH-3329,Sexuality and Society,"An investigation of the social construction and regulation of sexuality across cultures and through time. This perspective on sexuality look at social, rather than biological or personal, explanations for how human sexuality is practiced. Specific topics may include queer studies, queer communities, and HIV/AIDS in society.  (Also listed as SOCI 3329)(Offered every other year.)  Prerequisite:  At least 3 hours completed in Sociology or Anthropology"
ANTH-3335,Pre-Columbian Art of Mesoamerica,"This course is a survey of the art of the ancient peoples of Mesoamerica.  It will examine the art of a variety of major groups, including the Olmec, the Maya, the Toltec, the Zapotec, the Mixtec, and the Aztec, as well as other indigenous peoples of Western Mexico and the Gulf Coast. (Also listed as ARTH 3335.) (Offered every other year.)"
ANTH-3340,Eating and Drinking in the Nineteenth Century,"This course focuses on food commodities of the  1800s to provide insight into the cultural  traditions, politics, working conditions, social  class, gender, and racial tensions of the 19th  century. Many of these edible goods have deep  histories beginning in prehistoric times, which  come to a head during the 19th and early 20th  century when they become major food commodities  on the world market. In this course, we will draw  upon literature from anthropology, history, and  food studies to examine how food commodities  reflect the revolutionary and tumultuous times of  the nineteenth century and reveal a great deal  about the daily lives of their producers,  traders, and consumers.  (Offered every other  year.)"
ANTH-3343,Relaciones Fronterzas Mexico-Estados Unidos (bilingue),"In this seminar we will examine a variety of social, cultural, political, and economic phenomena that characterize the Mexico-United States border region.  Includes an optional overnight excursion to communities located on the international boundary itself.  This course is part of Spanish across the Curriculum component of Trinity University's International Studies Program.  It is conducted bilingually in Spanish and English, i.e. in both languages of the Mexico-U.S. border region. Competence in speaking, reading, writing, and listening in both Spanish and English is a requirement for participation in the course.  (Also listed as LAC 3343 and SOCI 3343.)(Offered occasionally.)  Prerequisites: Completion of SPAN 2302 or equivalent Spanish competence"
ANTH-3345,International Issues in Health and the Environment,"This course explores social factors, such as inequality and power, in creating environmental conditions that affect global health, focusing on marginalized regions and people.  Case studies will explore historical colonization and urbanization and control of natural resources, in their degradation of the environment, effects of climate change, and risks to human and environmental health.  (Also listed as SOCI 3345.)(Offered occasionally.)  Prerequisite: At least 3 hours completed in SOCI or ANTH."
ANTH-3355,"HIV/AIDS: Nature, Power, Populations","This course is an interdisciplinary introduction to the HIV/AIDS epidemic. It examines the biological, historical, sociocultural, political, economic, ethical, and technological dimensions of the current epidemic, drawing from work in anthropology, sociology, the history of  science/medicine, philosophy, epidemiology, and public health. (Offered every other Spring.) (Also listed as SOCI 3355.)  Prerequisites: At least 3 hours completed in ANTH or SOCI."
ANTH-3356,Seminar on the Ancient Maya,"This course surveys the culture of the ancient  Maya, including material culture, as well as mythology, calendrics, art, and writing. It will cover several ancient Maya sites in depth, as well as the contact period and the contemporary Maya.  (Offered every other year.)"
ANTH-3359,Social Research Design,"An introduction to the basic research techniques used in the social sciences with an emphasis on research design , data collection, and analysis. This course will include an overview of common methods within the social sciences, including ethnography, qualitative interviews, secondary data analysis, content analysis, and survey methods.  ANTH 3159 must be take concurrently. (Also listed as SOCI 3359.)(Offered every Fall.)  Prerequisite:  At least 6 hours completed in SOCI and/or ANTH."
ANTH-3367,South American Indigenous Peoples: Conquest and Development,The impact of colonialism and development on tropical forest and Andean Indian societies in South America with emphasis on the influence of native social and cultural systems in these groups' relations with national societies and international economies.  (Offered occasionally.)  Prerequisite:  At least 3 hours completed in ANTH.
ANTH-3368,Anthropological Ethics,"This course will analyze ethical case studies and their ramifications in socio-cultural anthropology, physical anthropology, and archeology.  Case studies will range from historical incidents that shaped the ethics of current anthropology to ethical dilemmas of practitioners in the field today.  (Offered occasionally.)  Prerequisite:  At least 3 hours completed in ANTH."
ANTH-3371,Anthropology Internship,"Professional work experience with a government  agency, private business, or non-profit  organization in which students apply their  anthropological skills and knowledge. Students  should contact the chairperson of the Department  of Sociology and Anthropology for more  information about procedures to follow for  arranging and completing an internship. A student  may repeat the course for a maximum of six  semester hours. This course is taken Pass/Fail.  (Offered every semester.)  Prerequisite: consent of instructor."
ANTH-3372,Archaeological Practicum,"Participation in an approved excavation in the Mediterranean world, Western Europe, or the Near East. Students will be expected to receive instruction in excavation techniques and in the recording and study of the site and the material. Two weeks' work will normally be counted as equivalent to 1 credit, up to a maximum of 3 credits. (Also listed as CLAS 3-72.) (Offered occasionally.)  Prerequisite: Consent of Instructor."
ANTH-3373,Archaeological Fieldwork,"Field work experience in a setting arranged and approved by the student, professor, and agency selected. Supervision and guidance must be provided in the field.  (Offered occasionally.)  Prerequisite: Consent of Instructor."
ANTH-3390,Anthropology Independent Study,Individual research in selected areas.  A student may repeat the course for a maximum of six semester hours. A project proposal must be submitted to and approved by the professor supervising the research prior to registration.  Prerequisites: Consent of Instructor.
ANTH-3391,Special Topics Seminar,Topics will vary according to faculty and student  interest.  A student may repeat the course if the  topics change.   (Offered occasionally.)
ANTH-3424,Crime and Criminal Justice,"This course examines the causes of crime, as well as how we treat the problem of crime and try to prevent it.  We will examine what crime and the criminal justice system look like in the United States in comparison to other countries and what criminologist believe are the causes of different types of crime.  Through case studies, we will also look at some critical perspectives on mainstream beliefs about the causes of crime.  (Offered every other year.)(Also listed as SOCI 3424.)  Prerequisite:  At least 3 hours completed in Sociology"
ANTH-3427,Race in America,"A study of relations between dominant and subaltern racial groups in the United States and other American republics.  Special attention will be paid to the social construction of racial categories and the ways in which societies are stratified on the basis of nationality and racial group membership.  The evolving dynamics of race relations will be considered with regard to  matters of power, prestige, immigration, citizenship, and identity-formation.  Various forms of contemporary racism and means of combating them will also be examined.  (Offered every other year.)  (Also listed as SOCI 3427.)  Prerequisite:  At least 3 hours completed in SOCI, ANTH, or PLSI."
ANTH-3428,Gender Transgressions,"What does it mean to transgress gender rules? This class charts the range of gender transgressions in contemporary society, with attention to drag, intersex, and transgender practices and identities. It explores how gender transgressive individuals operate within existing social institutions, such as work and the family, and covers theories of gender performance.  (Also listed as SOCI 3428.)(Offered every other year).  Prerequisite: Any one of the following courses: Any lower division SOCI course, ANTH 1301, WAGS 2310, 2350, 2351, or 2352. Or consent of instructor."
ANTH-3431,"Language, Culture, and Society","Students will analyze the functions of language in everyday life in various cultures, including the role of language in the social production and reproduction of power relations, stratification, gender roles, the formation of racial and ethnic identities, and in the process of social change. (Also listed as SOCI 3431.)(Offered every other  year.)"
ANTH-3445,Understanding Refugees,"An interdisciplinary study of the refugee experience from global and local perspectives.  The course will examine how the human rights of refugees are understood from the points of view of international law, humanitarian institutions, and of refugees themselves.  The ways in which refugees negotiate the trauma of the past and the demands of everyday life in cities in their host countries will also be examined.  Includes a directed field research experience.  (Also listed as URBS 3445 and SOCI 3445.)  (Offered every other year.)  Prerequisite: At least 3 hours completed in ANTH, SOCI, or URBS."
ANTH-3446,Punishment and Society,"While much of criminology is concerned with understanding why people commit crime, this course focuses on society's response to crime.  As such, the course is an introduction to the ways social scientists measure, think about, and theorize punishment.  It introduces students to the American model of criminal punishment, contextualizes the American system internationally, and critically analyzes concepts of punishment generally.  (Also listed as SOCI 3446.)  (Offered every Spring.)"
ANTH-3448,"Modern South Asia: India, Pakistan, and Beyond","This interdisciplinary course explores the historical, cultural, and political terrain of modern South Asia, a region that includes India, Pakistan, Bangladesh, Nepal, and Sri Lanka.  (Offered every other year.)  Prerequisite: PLSI 1331 or at least 3 hours completed in ANTH."
ANTH-3449,Globalization and Social Change,"Study of the relationship between economic development and social change at the international level.  Examines the rise of capitalism as a global mode of production and its impact on local cultures in the contemporary period.  Special attention paid to the rise of transnational communities and grassroots movements for social justice. (Also listed as SOCI 3449.) (Offered every other year.)  Prerequisites: At least 3 hours completed in ANTH, ECON, PLSI, or SOCI."
